courseIdToClone,courseIdToUpdate,sessionName,sessionStatus,sessionSku,seatsLimit,assignTo,priceInCents,accessStartDate,accessEndDate,enrollmentStartDate,enrollmentEndDate,meeting.idToUpdate.1,meeting.idToDelete.1,meeting.title.1,meeting.instructor.1,meeting.locationId.1,meeting.attendeeInfo.1,meeting.startDate.1,meeting.endDate.1
,c8b8f46e-1745-5b13-94cf-aed6fa687f2d,CH - 03 MAY 2021 ILT - AN51G,Archived,"1:863125,2:,3:",12,,506000,,,2020-10-27T10:41:30Z,2021-04-19T02:00:00Z,5e29f784-78d3-54ce-abb1-87910a903571,,CH - 03 MAY 2021 ILT - AN51G,,fe85aca9-cf1d-47b6-b1cc-db96ecfab161,"<p class=""hiddensessionfields""> 1:, 2:, 3:, 4:, 5:, 6:EU, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:40, 10:CET, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,c93846e0-c23e-5905-ada1-81987dcb0346,OM - 02 MAY 2021 ILT - AN30G,Archived,"1:921085,2:,3:",12,,455000,,,2020-10-27T10:41:30Z,2021-04-17T23:00:00Z,61b1a852-63f0-5e03-8d56-19c759888be2,,OM - 02 MAY 2021 ILT - AN30G,,70e5fde4-2e02-42fc-8642-daa28e7cb417,"<p class=""hiddensessionfields""> 1:, 2:, 3:, 4:, 5:, 6:MEA, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:40, 10:EAT, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,cae903b0-904d-4210-84cb-e6cb33f21b44,US - 29 MAR 2021 VILT - SSE1G,Archived,"1:2372153,2:,3:LearnQuest",12,,334800,,,2021-02-05T01:00:00Z,2021-03-29T13:00:00Z,66b90910-24a6-4e03-a1c8-e3c5721884da,,US - 29 MAR 2021 VILT - SSE1G,,a1fe1bc3-765b-46fa-80d4-a3f01fad64e7,"<p class=""hiddensessionfields"">1:No,2:LearnQuest,3:,4:Partner Deliver, LearnQuest,5:,6:NA,7:VILT,8:TrainingAdminUS@ingrammicro.com,9:32,10:EST</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>",,
,cb40c0d4-4bcc-4524-b855-e718d9f989f0,US - 03 MAY 2021 VILT - CMA,Archived,US-030521-V-CMA,12,,299500,,,2021-02-21T00:00:00Z,2021-05-03T23:59:00Z,e7e8c0f7-ead0-4bb8-a34e-76665ad2bb6a,,US - 03 MAY 2021 VILT - CMA,Partner Deliver Skyline,ad917538-ef05-44b2-a44e-429ead09fba6,"<p class=""hiddensessionfields""> 1:, 2:Skyline, 3: , 4:Partner Deliver Skyline, 5: , 6:NA , 7:VILT , 8:TrainingAdminUS@ingrammicro.com, 9:24, 10:-8, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,cb8cdee7-6840-5269-ba5c-724d46065ff8,AT - 03 MAY 2021 ILT - AN22G,Archived,"1:862951,2:,3:",12,,199000,,,2020-10-27T10:41:30Z,2021-04-19T02:00:00Z,d2400363-04f1-5a86-b773-2ea022eaf3e6,,AT - 03 MAY 2021 ILT - AN22G,,41014524-a3c8-4097-9bfa-7d54ffcdf8a5,"<p class=""hiddensessionfields""> 1:, 2:, 3:, 4:, 5:, 6:EU, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:16, 10:CET, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,cc0d91c6-40cd-581a-845e-708b9fdb63c5,IT - 03 MAY 2021 ILT - AN58G,Archived,"1:995874,2:,3:",12,,298000,,,2020-10-27T10:41:30Z,2021-04-19T02:00:00Z,6a0faf81-f35e-5c8d-b13b-1897b48027da,,IT - 03 MAY 2021 ILT - AN58G,,2deab5f5-f578-44ba-a1b9-258e34d51cef,"<p class=""hiddensessionfields""> 1:, 2:, 3:, 4:, 5:, 6:EU, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:24, 10:CET, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,cd415b95-3932-4fd6-a10e-317f02c8b8d3,US - 03 MAY 2021 VILT - GCP-425,Archived,US-210503V-GCP-425,12,,59500,,,2020-12-03T01:00:00Z,2021-05-03T13:00:00Z,981236bd-05ca-4f50-8373-f5ac1f45ac1d,,US - 03 MAY 2021 VILT - GCP-425,Partner Deliver LearnQuest,ad917538-ef05-44b2-a44e-429ead09fba6,"<p class=""hiddensessionfields""> 1:, 2:LearnQuest, 3:, 4:Partner Deliver LearnQuest, 5:, 6:NA, 7:VILT, 8:TrainingAdminUS@ingrammicro.com, 9:1, 10:14, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,cdd0a530-d6ed-5bc9-9876-9ccc92392725,HU - 03 MAY 2021 ILT - WB318G,Archived,"1:873901,2:,3:",12,,106000,,,2020-10-27T10:41:30Z,2021-04-19T02:00:00Z,70113191-3a77-53e6-aa28-8cd1ce6f7b1b,,HU - 03 MAY 2021 ILT - WB318G,,7285f2ec-63ef-4c14-bd6a-9055a563ed4c,"<p class=""hiddensessionfields""> 1:, 2:, 3:, 4:, 5:, 6:EU, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:16, 10:CET, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,ce26b932-e5f8-5d2d-8aad-dd84a9bf41e0,CH - 03 MAY 2021 ILT - ES88G,Archived,"1:866870,2:,3:",12,,419000,,,2020-10-27T10:41:30Z,2021-04-19T02:00:00Z,17ec4c2b-67b5-5343-8b06-ed07952429eb,,CH - 03 MAY 2021 ILT - ES88G,,fe85aca9-cf1d-47b6-b1cc-db96ecfab161,"<p class=""hiddensessionfields""> 1:, 2:, 3:, 4:, 5:, 6:EU, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:32, 10:CET, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
,c973403e-dd07-508c-a99c-a2c9661ebf34,FR - 03 MAY 2021 ILT - 9D63G,Archived,"1:1007786,2:,3:Ingram Micro/InCa",12,,189000,,,2020-10-27T10:41:30Z,2021-04-19T02:00:00Z,27a420ea-50eb-5dbb-87e6-fa5b63c22d32,,FR - 03 MAY 2021 ILT - 9D63G,,1845c871-904a-487b-88f8-801f044d8f2c,"<p class=""hiddensessionfields""> 1:, 2:Ingram Micro/InCase Academy, 3:https://myincase.com/ICTRAINING/PublicSchedule.aspx, 4:, 5:, 6:EU, 7:ILT, 8:TrainingEMEA@ingrammicro.com, 9:16, 10:CET, </p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",,
