courseIdToClone,courseIdToUpdate,sessionName,sessionStatus,sessionSku,seatsLimit,assignTo,priceInCents,accessStartDate,accessEndDate,enrollmentStartDate,enrollmentEndDate,meeting.idToUpdate.1,meeting.idToDelete.1,meeting.title.1,meeting.instructor.1,meeting.locationId.1,meeting.attendeeInfo.1,meeting.startDate.1,meeting.endDate.1
,870db3ac-c7e2-4bc1-acb5-8b629dd68243,DE - 10 MAY 2021 VILT - 0A008G,published,DE-210510V-0A008G,12,,140000,,,2020-12-03T18:21:00Z,2021-05-10T10:00:00Z,b8b67621-d476-4a85-9972-e89b869f1ccc,,DE - 10 MAY 2021 VILT - 0A008G,Partner Deliver LearnQuest,fab320ac-1580-487f-ab3a-b442cf9bb149,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:32,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-05-10T10:00:00Z,2021-05-11T17:00:00Z
,18985fdf-9408-445b-a56f-d815b28633c1,DE - 07 JUN 2021 VILT - 0A008G,published,DE-210607V-0A008G,12,,140000,,,2020-12-03T18:21:00Z,2021-06-07T10:00:00Z,78e43572-dd2a-411a-b47a-f7af32b2baac,,DE - 07 JUN 2021 VILT - 0A008G,Partner Deliver LearnQuest,fab320ac-1580-487f-ab3a-b442cf9bb149,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:40,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-06-07T10:00:00Z,2021-06-08T17:00:00Z
,ce9b3588-319d-4a30-ab54-0d836be15ef4,FR - 26 APR 2021 VILT - 0A008G,published,FR-210426V-0A008G,12,,140000,,,2020-12-03T18:21:00Z,2021-04-26T10:00:00Z,ca92bca4-2ffc-44c2-a232-e1660893428d,,FR - 26 APR 2021 VILT - 0A008G,Partner Deliver LearnQuest,f10902f8-594b-43ab-9ab7-9c6a0ad484fc,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:24,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-04-26T10:00:00Z,2021-04-27T17:00:00Z
,ef71e979-2ad2-426f-b598-f736c75714e4,FR - 21 JUN 2021 VILT - 0A008G,published,FR-210621V-0A008G,12,,140000,,,2020-12-03T18:21:00Z,2021-06-21T10:00:00Z,351e27e6-709e-43b1-9f08-8acb0616e1b6,,FR - 21 JUN 2021 VILT - 0A008G,Partner Deliver LearnQuest,f10902f8-594b-43ab-9ab7-9c6a0ad484fc,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:8,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-06-21T10:00:00Z,2021-06-22T17:00:00Z
,c41d38f7-9404-4227-9f5a-7ffa2b091c9e,GB - 28 JUN 2021 VILT - 0A008G,published,GB-210628V-0A008G,12,,128000,,,2020-12-03T18:21:00Z,2021-06-28T09:00:00Z,c77a79f4-8a2c-4393-9b35-329b963245f2,,GB - 28 JUN 2021 VILT - 0A008G,Partner Deliver LearnQuest,3ecb65fa-fa0d-440a-b109-fbd2b2506a27,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:16,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-06-28T09:00:00Z,2021-06-29T16:00:00Z
,5838f02c-a65a-4b95-9881-0a287273b5a3,SE - 28 JUN 2021 VILT - 0A008G,published,SE-210628V-0A008G,12,,140000,,,2020-12-03T18:21:00Z,2021-06-28T10:00:00Z,5b6cbcbe-9435-47c6-a346-6cc47ad5d7b0,,SE - 28 JUN 2021 VILT - 0A008G,Partner Deliver LearnQuest,3ecb65fa-fa0d-440a-b109-fbd2b2506a27,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:24,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-06-28T10:00:00Z,2021-06-29T17:00:00Z
,794b66bf-ca61-497d-b45f-02880b0777da,BI - 06 SEP 2021 HYBRID - 0A018G,published,BI-20210906/H-0A018G,12,,43900,,,2021-01-11T00:00:00Z,2021-09-05T00:00:00Z,9147147d-b2ce-42b8-b637-a051a13983a4,,BI - 06 SEP 2021 HYBRID - 0A018G,CRS,566cbf56-2ff2-4012-a116-baa286013603,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:24,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-09-06T08:00:00Z,2021-09-06T17:00:00Z
,c136faaf-e0f9-4af4-a707-96d5589bce0e,BI - 08 NOV 2021 HYBRID - 0A018G,published,BI-20211108/H-0A018G,12,,43900,,,2021-01-11T00:00:00Z,2021-11-07T00:00:00Z,0ce26a62-60f9-40b9-9b73-b9df43f649e2,,BI - 08 NOV 2021 HYBRID - 0A018G,CRS,566cbf56-2ff2-4012-a116-baa286013603,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:32,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-11-08T08:00:00Z,2021-11-08T17:00:00Z
,7216cf99-1bc3-4183-9a77-2cda07a952c3,BW - 13 SEP 2021 HYBRID - 0A018G,published,BW-20210913/H-0A018G,12,,43900,,,2021-01-11T00:00:00Z,2021-09-12T00:00:00Z,685213fc-71fb-4b35-8217-d587976872d6,,BW - 13 SEP 2021 HYBRID - 0A018G,CRS,1250b2dd-d7cc-4f2a-94f6-242c32ffe2f9,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:24,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-09-13T08:00:00Z,2021-09-13T17:00:00Z
,89759f57-3a74-4548-83d4-9198fcae8b2c,BW - 15 NOV 2021 HYBRID - 0A018G,published,BW-20211115/H-0A018G,12,,43900,,,2021-01-11T00:00:00Z,2021-11-14T00:00:00Z,4036aaa3-6cb6-4386-bc4f-f24c7185b902,,BW - 15 NOV 2021 HYBRID - 0A018G,CRS,1250b2dd-d7cc-4f2a-94f6-242c32ffe2f9,"<p class=""hiddensessionfields"">
1:,
2:,
3:,
4:,
5:,
6:MEA,
7:VILT,
8:TrainingEMEA@ingrammicro.com,
9:24,
10:PST,
</p><p class=""visiblesessionfields"">You will receive your class details prior to class.</p>""",2021-11-15T08:00:00Z,2021-11-15T17:00:00Z
